77	0.03357691854015088 
16	0.04660280146209517 
118	0.06343661089264518 
95	0.19042857791663415 
99	0.19816076517378356 
9	0.20623512539287292 
19	0.22165689447186532 
109	0.2600780424413087 
4	0.2632025361917649 
149	0.2766455517530384 
24	0.3017557649941751 
126	0.34922571856389806 
43	0.3743570518999244 
127	0.42621907608682985 
7	0.5501868081014831 
107	0.5509118605623635 
47	0.5656460322396117 
12	0.6135449747808392 
111	0.621288139457129 
10	0.6612706092246863 
145	0.7199281500330093 
1	0.7341404881218716 
3	0.7546390804146832 
78	0.8272982936401914 
54	0.8805320464246649 
46	0.9117850170671964 
72	0.9241529459385642 
44	1.020001661714307 
74	1.0438475508504774 
42	1.0486818689013273 
103	1.0723310354218383 
93	1.1442646002743304 
147	1.1631459625113727 
114	1.168058261401196 
117	1.233040759048304 
134	1.3089417766129907 
143	1.3492046840745688 
121	1.379149810668693 
18	1.3967563312691633 
87	1.422510610336791 
65	1.434212234614069 
133	1.4825363266076772 
66	1.551096855934218 
138	1.556575593733031 
146	1.5990466734792486 
36	1.617927473256297 
115	1.624185617188683 
104	1.6522135896357832 
38	1.661027387068135 
59	1.6788226590047395 
0	1.7154812661038912 
62	1.8419548959988217 
108	1.857883499337399 
92	1.8893812651401676 
69	2.0012210514178967 
37	2.0156051967248168 
106	2.0667176801852967 
22	2.108483592970315 
141	2.152208900825224 
73	2.286409238867182 
139	2.3010540926624445 
52	2.311265711897607 
26	2.3666364506539024 
97	2.3804160043773255 
48	2.4120782619589463 
41	2.453414520692549 
39	2.484762275566353 
49	2.491895647780579 
98	2.5588664584586436 
32	2.5661158152278603 
64	2.570158263207788 
76	2.5739333284175023 
125	2.5982560652458035 
51	2.654758959172118 
102	2.660866777782351 
142	2.702884921925463 
86	2.874196701440876 
90	3.010506241091475 
124	3.1076041473774922 
85	3.112053657620885 
57	3.1181287610059734 
120	3.121742562017582 
123	3.132860147992027 
94	3.1892079497020758 
129	3.1959240328064835 
63	3.227286848669343 
119	3.2596396126302793 
30	3.2719269222577703 
96	3.321687877345894 
84	3.360921684183456 
23	3.4535286954356375 
61	3.5193031069535756 
112	3.6625075928539195 
27	3.6801405487090397 
135	3.75911351637842 
13	3.886595302649992 
34	3.8950545561032444 
122	3.9544314854391462 
45	4.100644489621018 
132	4.136978743696995 
20	4.174230132982208 
2	4.205005854912136 
128	4.209153975631578 
116	4.288606266820793 
40	4.3193372528176495 
81	4.369245360002364 
130	4.419327632857587 
11	4.426381545869417 
68	4.462580381915223 
140	4.47545504600148 
137	4.494008320997936 
67	4.503712634636816 
131	4.522092353932207 
89	4.603234168472747 
136	4.605810117147642 
21	4.66678445352168 
58	4.674887982090808 
79	4.68242991591868 
56	4.693866602828062 
60	4.7289338107081935 
6	4.743051999778311 
31	4.797442688534407 
35	4.8234268079700895 
144	4.896785251547313 
101	4.929307986461218 
14	4.968978733264727 
91	5.115762609662847 
110	5.1462748656611685 
29	5.257854019194745 
15	5.266652033374035 
148	5.271139849188241 
25	5.277017368112174 
17	5.296025067241096 
80	5.378736655641207 
50	5.463350082881876 
55	5.48940365788031 
113	5.4918403189067035 
100	5.49578379520693 
71	5.555270972736933 
88	5.555691699615891 
83	5.601513865260473 
5	5.605347782745544 
75	5.686226880182399 
28	5.708306855273949 
70	5.78660279426904 
82	5.806332225324226 
53	5.808765469419697 
105	5.867772713029449 
8	5.947282986178431 
33	5.97512895081598 
